id,domain,prompt
33,logical_reasoning,"Given premises about a latent map, derive a contradiction test and compare the conclusion for a embedding across two scales. [benchmark_id=logical_reasoning_033]"
34,logical_reasoning,"Given premises about a operator, derive a contradiction test and align the conclusion for a projection under rotational invariance. [benchmark_id=logical_reasoning_034]"
35,logical_reasoning,"Given premises about a distance matrix, derive a contradiction test and perturb the conclusion for a kernel while preserving neighborhood topology. [benchmark_id=logical_reasoning_035]"
36,logical_reasoning,"Given premises about a trajectory, derive a contradiction test and optimize the conclusion for a vector field while preserving neighborhood topology. [benchmark_id=logical_reasoning_036]"
37,logical_reasoning,"Given premises about a kernel, derive a contradiction test and perturb the conclusion for a vector field across two scales. [benchmark_id=logical_reasoning_037]"
38,logical_reasoning,"Given premises about a embedding, derive a contradiction test and align the conclusion for a latent map while preserving neighborhood topology. [benchmark_id=logical_reasoning_038]"
39,logical_reasoning,"Given premises about a operator, derive a contradiction test and stabilize the conclusion for a operator with contrastive supervision. [benchmark_id=logical_reasoning_039]"
40,logical_reasoning,"Given premises about a coordinate frame, derive a contradiction test and perturb the conclusion for a tensor across two scales. [benchmark_id=logical_reasoning_040]"
41,logical_reasoning,"Given premises about a vector field, derive a contradiction test and decompose the conclusion for a operator with contrastive supervision. [benchmark_id=logical_reasoning_041]"
42,logical_reasoning,"Given premises about a tensor, derive a contradiction test and transform the conclusion for a coordinate frame with contrastive supervision. [benchmark_id=logical_reasoning_042]"
43,logical_reasoning,"Given premises about a polytope, derive a contradiction test and perturb the conclusion for a coordinate frame under noisy measurements. [benchmark_id=logical_reasoning_043]"
44,logical_reasoning,"Given premises about a latent map, derive a contradiction test and optimize the conclusion for a kernel with contrastive supervision. [benchmark_id=logical_reasoning_044]"
45,logical_reasoning,"Given premises about a kernel, derive a contradiction test and transform the conclusion for a tensor under fixed token budget. [benchmark_id=logical_reasoning_045]"
46,logical_reasoning,"Given premises about a polytope, derive a contradiction test and interpolate the conclusion for a coordinate frame under rotational invariance. [benchmark_id=logical_reasoning_046]"
47,logical_reasoning,"Given premises about a operator, derive a contradiction test and project the conclusion for a projection while preserving neighborhood topology. [benchmark_id=logical_reasoning_047]"
48,logical_reasoning,"Given premises about a coordinate frame, derive a contradiction test and transform the conclusion for a coordinate frame with sparse observations. [benchmark_id=logical_reasoning_048]"
49,logical_reasoning,"Given premises about a vector field, derive a contradiction test and perturb the conclusion for a coordinate frame under rotational invariance. [benchmark_id=logical_reasoning_049]"
50,logical_reasoning,"Given premises about a polytope, derive a contradiction test and decompose the conclusion for a kernel under fixed token budget. [benchmark_id=logical_reasoning_050]"
51,logical_reasoning,"Given premises about a polytope, derive a contradiction test and normalize the conclusion for a embedding with contrastive supervision. [benchmark_id=logical_reasoning_051]"
52,logical_reasoning,"Given premises about a manifold, derive a contradiction test and decompose the conclusion for a tensor under rotational invariance. [benchmark_id=logical_reasoning_052]"
53,logical_reasoning,"Given premises about a polytope, derive a contradiction test and interpolate the conclusion for a tensor under noisy measurements. [benchmark_id=logical_reasoning_053]"
54,logical_reasoning,"Given premises about a distance matrix, derive a contradiction test and interpolate the conclusion for a distance matrix with contrastive supervision. [benchmark_id=logical_reasoning_054]"
55,logical_reasoning,"Given premises about a coordinate frame, derive a contradiction test and perturb the conclusion for a manifold with contrastive supervision. [benchmark_id=logical_reasoning_055]"
56,logical_reasoning,"Given premises about a embedding, derive a contradiction test and compare the conclusion for a graph with bounded curvature. [benchmark_id=logical_reasoning_056]"
57,logical_reasoning,"Given premises about a coordinate frame, derive a contradiction test and align the conclusion for a manifold across two scales. [benchmark_id=logical_reasoning_057]"
58,logical_reasoning,"Given premises about a latent map, derive a contradiction test and compare the conclusion for a coordinate frame while preserving neighborhood topology. [benchmark_id=logical_reasoning_058]"
59,logical_reasoning,"Given premises about a trajectory, derive a contradiction test and cluster the conclusion for a operator with bounded curvature. [benchmark_id=logical_reasoning_059]"
60,algebraic_geometry,"Compute an explicit mapping from a graph to a coordinate frame, then compare basis vectors and discuss rank behavior under fixed token budget. [benchmark_id=algebraic_geometry_000]"
61,algebraic_geometry,"Compute an explicit mapping from a distance matrix to a trajectory, then compare basis vectors and discuss rank behavior under rotational invariance. [benchmark_id=algebraic_geometry_001]"
62,algebraic_geometry,"Compute an explicit mapping from a vector field to a embedding, then optimize basis vectors and discuss rank behavior under fixed token budget. [benchmark_id=algebraic_geometry_002]"
63,algebraic_geometry,"Compute an explicit mapping from a coordinate frame to a vector field, then optimize basis vectors and discuss rank behavior across two scales. [benchmark_id=algebraic_geometry_003]"
64,algebraic_geometry,"Compute an explicit mapping from a kernel to a polytope, then transform basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_004]"
65,algebraic_geometry,"Compute an explicit mapping from a geodesic to a projection, then interpolate basis vectors and discuss rank behavior under rotational invariance. [benchmark_id=algebraic_geometry_005]"
66,algebraic_geometry,"Compute an explicit mapping from a polytope to a kernel, then factorize basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_006]"
67,algebraic_geometry,"Compute an explicit mapping from a embedding to a operator, then interpolate basis vectors and discuss rank behavior under rotational invariance. [benchmark_id=algebraic_geometry_007]"
68,algebraic_geometry,"Compute an explicit mapping from a manifold to a distance matrix, then stabilize basis vectors and discuss rank behavior under rotational invariance. [benchmark_id=algebraic_geometry_008]"
69,algebraic_geometry,"Compute an explicit mapping from a kernel to a basis, then interpolate basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_009]"
70,algebraic_geometry,"Compute an explicit mapping from a latent map to a distance matrix, then transform basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_010]"
71,algebraic_geometry,"Compute an explicit mapping from a projection to a graph, then normalize basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_011]"
72,algebraic_geometry,"Compute an explicit mapping from a trajectory to a graph, then compare basis vectors and discuss rank behavior across two scales. [benchmark_id=algebraic_geometry_012]"
73,algebraic_geometry,"Compute an explicit mapping from a polytope to a trajectory, then optimize basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_013]"
74,algebraic_geometry,"Compute an explicit mapping from a polytope to a latent map, then stabilize basis vectors and discuss rank behavior across two scales. [benchmark_id=algebraic_geometry_014]"
75,algebraic_geometry,"Compute an explicit mapping from a projection to a kernel, then normalize basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_015]"
76,algebraic_geometry,"Compute an explicit mapping from a coordinate frame to a geodesic, then stabilize basis vectors and discuss rank behavior under noisy measurements. [benchmark_id=algebraic_geometry_016]"
77,algebraic_geometry,"Compute an explicit mapping from a vector field to a geodesic, then decompose basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_017]"
78,algebraic_geometry,"Compute an explicit mapping from a tensor to a kernel, then normalize basis vectors and discuss rank behavior under fixed token budget. [benchmark_id=algebraic_geometry_018]"
79,algebraic_geometry,"Compute an explicit mapping from a distance matrix to a kernel, then compare basis vectors and discuss rank behavior under rotational invariance. [benchmark_id=algebraic_geometry_019]"
80,algebraic_geometry,"Compute an explicit mapping from a latent map to a tensor, then factorize basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_020]"
81,algebraic_geometry,"Compute an explicit mapping from a distance matrix to a latent map, then stabilize basis vectors and discuss rank behavior across two scales. [benchmark_id=algebraic_geometry_021]"
82,algebraic_geometry,"Compute an explicit mapping from a manifold to a embedding, then normalize basis vectors and discuss rank behavior with sparse observations. [benchmark_id=algebraic_geometry_022]"
83,algebraic_geometry,"Compute an explicit mapping from a distance matrix to a manifold, then perturb basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_023]"
84,algebraic_geometry,"Compute an explicit mapping from a vector field to a embedding, then optimize basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_024]"
85,algebraic_geometry,"Compute an explicit mapping from a trajectory to a kernel, then decompose basis vectors and discuss rank behavior under noisy measurements. [benchmark_id=algebraic_geometry_025]"
86,algebraic_geometry,"Compute an explicit mapping from a polytope to a tensor, then factorize basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_026]"
87,algebraic_geometry,"Compute an explicit mapping from a geodesic to a vector field, then perturb basis vectors and discuss rank behavior while preserving neighborhood topology. [benchmark_id=algebraic_geometry_027]"
88,algebraic_geometry,"Compute an explicit mapping from a embedding to a vector field, then optimize basis vectors and discuss rank behavior under rotational invariance. [benchmark_id=algebraic_geometry_028]"
89,algebraic_geometry,"Compute an explicit mapping from a operator to a distance matrix, then compare basis vectors and discuss rank behavior while preserving neighborhood topology. [benchmark_id=algebraic_geometry_029]"
90,algebraic_geometry,"Compute an explicit mapping from a embedding to a graph, then cluster basis vectors and discuss rank behavior under rotational invariance. [benchmark_id=algebraic_geometry_030]"
91,algebraic_geometry,"Compute an explicit mapping from a coordinate frame to a projection, then project basis vectors and discuss rank behavior under rotational invariance. [benchmark_id=algebraic_geometry_031]"
92,algebraic_geometry,"Compute an explicit mapping from a coordinate frame to a embedding, then align basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_032]"
93,algebraic_geometry,"Compute an explicit mapping from a vector field to a manifold, then factorize basis vectors and discuss rank behavior under fixed token budget. [benchmark_id=algebraic_geometry_033]"
94,algebraic_geometry,"Compute an explicit mapping from a manifold to a projection, then interpolate basis vectors and discuss rank behavior with sparse observations. [benchmark_id=algebraic_geometry_034]"
95,algebraic_geometry,"Compute an explicit mapping from a distance matrix to a kernel, then project basis vectors and discuss rank behavior while preserving neighborhood topology. [benchmark_id=algebraic_geometry_035]"
96,algebraic_geometry,"Compute an explicit mapping from a vector field to a geodesic, then normalize basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_036]"
97,algebraic_geometry,"Compute an explicit mapping from a manifold to a polytope, then cluster basis vectors and discuss rank behavior while preserving neighborhood topology. [benchmark_id=algebraic_geometry_037]"
98,algebraic_geometry,"Compute an explicit mapping from a embedding to a distance matrix, then factorize basis vectors and discuss rank behavior under noisy measurements. [benchmark_id=algebraic_geometry_038]"
99,algebraic_geometry,"Compute an explicit mapping from a tensor to a tensor, then optimize basis vectors and discuss rank behavior with sparse observations. [benchmark_id=algebraic_geometry_039]"
100,algebraic_geometry,"Compute an explicit mapping from a distance matrix to a manifold, then cluster basis vectors and discuss rank behavior under fixed token budget. [benchmark_id=algebraic_geometry_040]"
101,algebraic_geometry,"Compute an explicit mapping from a polytope to a operator, then cluster basis vectors and discuss rank behavior under noisy measurements. [benchmark_id=algebraic_geometry_041]"
102,algebraic_geometry,"Compute an explicit mapping from a manifold to a operator, then factorize basis vectors and discuss rank behavior with sparse observations. [benchmark_id=algebraic_geometry_042]"
103,algebraic_geometry,"Compute an explicit mapping from a kernel to a distance matrix, then cluster basis vectors and discuss rank behavior across two scales. [benchmark_id=algebraic_geometry_043]"
104,algebraic_geometry,"Compute an explicit mapping from a latent map to a embedding, then cluster basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_044]"
105,algebraic_geometry,"Compute an explicit mapping from a manifold to a projection, then compare basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_045]"
106,algebraic_geometry,"Compute an explicit mapping from a tensor to a basis, then transform basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_046]"
107,algebraic_geometry,"Compute an explicit mapping from a projection to a geodesic, then cluster basis vectors and discuss rank behavior under noisy measurements. [benchmark_id=algebraic_geometry_047]"
108,algebraic_geometry,"Compute an explicit mapping from a embedding to a tensor, then decompose basis vectors and discuss rank behavior across two scales. [benchmark_id=algebraic_geometry_048]"
109,algebraic_geometry,"Compute an explicit mapping from a projection to a embedding, then project basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_049]"
110,algebraic_geometry,"Compute an explicit mapping from a operator to a embedding, then compare basis vectors and discuss rank behavior under fixed token budget. [benchmark_id=algebraic_geometry_050]"
111,algebraic_geometry,"Compute an explicit mapping from a kernel to a basis, then project basis vectors and discuss rank behavior across two scales. [benchmark_id=algebraic_geometry_051]"
112,algebraic_geometry,"Compute an explicit mapping from a coordinate frame to a manifold, then stabilize basis vectors and discuss rank behavior across two scales. [benchmark_id=algebraic_geometry_052]"
113,algebraic_geometry,"Compute an explicit mapping from a embedding to a vector field, then align basis vectors and discuss rank behavior across two scales. [benchmark_id=algebraic_geometry_053]"
114,algebraic_geometry,"Compute an explicit mapping from a manifold to a tensor, then optimize basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_054]"
115,algebraic_geometry,"Compute an explicit mapping from a coordinate frame to a tensor, then interpolate basis vectors and discuss rank behavior under fixed token budget. [benchmark_id=algebraic_geometry_055]"
116,algebraic_geometry,"Compute an explicit mapping from a trajectory to a polytope, then interpolate basis vectors and discuss rank behavior under fixed token budget. [benchmark_id=algebraic_geometry_056]"
117,algebraic_geometry,"Compute an explicit mapping from a kernel to a geodesic, then compare basis vectors and discuss rank behavior under fixed token budget. [benchmark_id=algebraic_geometry_057]"
118,algebraic_geometry,"Compute an explicit mapping from a graph to a manifold, then interpolate basis vectors and discuss rank behavior under noisy measurements. [benchmark_id=algebraic_geometry_058]"
119,algebraic_geometry,"Compute an explicit mapping from a projection to a graph, then project basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_059]"
120,analogy_composition,Complete the analogy: 'embedding is to local structure as projection is to global structure'; then factorize the relation under fixed token budget. [benchmark_id=analogy_composition_000]
121,analogy_composition,Complete the analogy: 'polytope is to local structure as latent map is to global structure'; then compare the relation under noisy measurements. [benchmark_id=analogy_composition_001]
122,analogy_composition,Complete the analogy: 'projection is to local structure as tensor is to global structure'; then factorize the relation under fixed token budget. [benchmark_id=analogy_composition_002]
123,analogy_composition,Complete the analogy: 'operator is to local structure as kernel is to global structure'; then project the relation under fixed token budget. [benchmark_id=analogy_composition_003]
124,analogy_composition,Complete the analogy: 'manifold is to local structure as operator is to global structure'; then factorize the relation under rotational invariance. [benchmark_id=analogy_composition_004]
125,analogy_composition,Complete the analogy: 'trajectory is to local structure as geodesic is to global structure'; then optimize the relation while preserving neighborhood topology. [benchmark_id=analogy_composition_005]
126,analogy_composition,Complete the analogy: 'distance matrix is to local structure as tensor is to global structure'; then decompose the relation while preserving neighborhood topology. [benchmark_id=analogy_composition_006]
127,analogy_composition,Complete the analogy: 'kernel is to local structure as graph is to global structure'; then normalize the relation under fixed token budget. [benchmark_id=analogy_composition_007]
128,analogy_composition,Complete the analogy: 'basis is to local structure as projection is to global structure'; then normalize the relation with contrastive supervision. [benchmark_id=analogy_composition_008]
129,analogy_composition,Complete the analogy: 'graph is to local structure as trajectory is to global structure'; then project the relation with bounded curvature. [benchmark_id=analogy_composition_009]
130,analogy_composition,Complete the analogy: 'kernel is to local structure as graph is to global structure'; then factorize the relation with bounded curvature. [benchmark_id=analogy_composition_010]
131,analogy_composition,Complete the analogy: 'operator is to local structure as manifold is to global structure'; then factorize the relation with bounded curvature. [benchmark_id=analogy_composition_011]
132,analogy_composition,Complete the analogy: 'latent map is to local structure as geodesic is to global structure'; then transform the relation while preserving neighborhood topology. [benchmark_id=analogy_composition_012]
133,analogy_composition,Complete the analogy: 'operator is to local structure as trajectory is to global structure'; then cluster the relation under fixed token budget. [benchmark_id=analogy_composition_013]
134,analogy_composition,Complete the analogy: 'polytope is to local structure as polytope is to global structure'; then project the relation with contrastive supervision. [benchmark_id=analogy_composition_014]
135,analogy_composition,Complete the analogy: 'trajectory is to local structure as embedding is to global structure'; then interpolate the relation under fixed token budget. [benchmark_id=analogy_composition_015]
136,analogy_composition,Complete the analogy: 'polytope is to local structure as projection is to global structure'; then normalize the relation under fixed token budget. [benchmark_id=analogy_composition_016]
137,analogy_composition,Complete the analogy: 'vector field is to local structure as trajectory is to global structure'; then interpolate the relation with sparse observations. [benchmark_id=analogy_composition_017]
138,analogy_composition,Complete the analogy: 'tensor is to local structure as projection is to global structure'; then transform the relation with contrastive supervision. [benchmark_id=analogy_composition_018]
139,analogy_composition,Complete the analogy: 'projection is to local structure as latent map is to global structure'; then stabilize the relation across two scales. [benchmark_id=analogy_composition_019]
140,analogy_composition,Complete the analogy: 'trajectory is to local structure as distance matrix is to global structure'; then interpolate the relation with bounded curvature. [benchmark_id=analogy_composition_020]
141,analogy_composition,Complete the analogy: 'trajectory is to local structure as geodesic is to global structure'; then project the relation with bounded curvature. [benchmark_id=analogy_composition_021]
142,analogy_composition,Complete the analogy: 'coordinate frame is to local structure as latent map is to global structure'; then transform the relation under rotational invariance. [benchmark_id=analogy_composition_022]
143,analogy_composition,Complete the analogy: 'vector field is to local structure as projection is to global structure'; then perturb the relation with bounded curvature. [benchmark_id=analogy_composition_023]
144,analogy_composition,Complete the analogy: 'tensor is to local structure as projection is to global structure'; then perturb the relation under fixed token budget. [benchmark_id=analogy_composition_024]
145,analogy_composition,Complete the analogy: 'projection is to local structure as basis is to global structure'; then transform the relation under fixed token budget. [benchmark_id=analogy_composition_025]
146,analogy_composition,Complete the analogy: 'projection is to local structure as coordinate frame is to global structure'; then stabilize the relation while preserving neighborhood topology. [benchmark_id=analogy_composition_026]
147,analogy_composition,Complete the analogy: 'tensor is to local structure as tensor is to global structure'; then perturb the relation with bounded curvature. [benchmark_id=analogy_composition_027]
148,analogy_composition,Complete the analogy: 'operator is to local structure as embedding is to global structure'; then compare the relation with contrastive supervision. [benchmark_id=analogy_composition_028]
149,analogy_composition,Complete the analogy: 'coordinate frame is to local structure as projection is to global structure'; then interpolate the relation under rotational invariance. [benchmark_id=analogy_composition_029]
150,analogy_composition,Complete the analogy: 'vector field is to local structure as basis is to global structure'; then factorize the relation under rotational invariance. [benchmark_id=analogy_composition_030]
151,analogy_composition,Complete the analogy: 'operator is to local structure as graph is to global structure'; then interpolate the relation with sparse observations. [benchmark_id=analogy_composition_031]
152,analogy_composition,Complete the analogy: 'kernel is to local structure as polytope is to global structure'; then factorize the relation under rotational invariance. [benchmark_id=analogy_composition_032]
153,analogy_composition,Complete the analogy: 'latent map is to local structure as geodesic is to global structure'; then stabilize the relation under noisy measurements. [benchmark_id=analogy_composition_033]
154,analogy_composition,Complete the analogy: 'manifold is to local structure as geodesic is to global structure'; then compare the relation with sparse observations. [benchmark_id=analogy_composition_034]
155,analogy_composition,Complete the analogy: 'embedding is to local structure as coordinate frame is to global structure'; then factorize the relation under noisy measurements. [benchmark_id=analogy_composition_035]
156,analogy_composition,Complete the analogy: 'projection is to local structure as tensor is to global structure'; then factorize the relation under noisy measurements. [benchmark_id=analogy_composition_036]
157,analogy_composition,Complete the analogy: 'basis is to local structure as polytope is to global structure'; then normalize the relation under fixed token budget. [benchmark_id=analogy_composition_037]
158,analogy_composition,Complete the analogy: 'distance matrix is to local structure as embedding is to global structure'; then factorize the relation with contrastive supervision. [benchmark_id=analogy_composition_038]
159,analogy_composition,Complete the analogy: 'tensor is to local structure as latent map is to global structure'; then decompose the relation while preserving neighborhood topology. [benchmark_id=analogy_composition_039]
160,analogy_composition,Complete the analogy: 'kernel is to local structure as vector field is to global structure'; then normalize the relation across two scales. [benchmark_id=analogy_composition_040]
161,analogy_composition,Complete the analogy: 'vector field is to local structure as distance matrix is to global structure'; then perturb the relation under fixed token budget. [benchmark_id=analogy_composition_041]
162,analogy_composition,Complete the analogy: 'embedding is to local structure as geodesic is to global structure'; then align the relation while preserving neighborhood topology. [benchmark_id=analogy_composition_042]
163,analogy_composition,Complete the analogy: 'geodesic is to local structure as kernel is to global structure'; then decompose the relation with contrastive supervision. [benchmark_id=analogy_composition_043]
164,analogy_composition,Complete the analogy: 'kernel is to local structure as trajectory is to global structure'; then compare the relation under fixed token budget. [benchmark_id=analogy_composition_044]
165,analogy_composition,Complete the analogy: 'operator is to local structure as vector field is to global structure'; then factorize the relation with contrastive supervision. [benchmark_id=analogy_composition_045]
166,analogy_composition,Complete the analogy: 'trajectory is to local structure as graph is to global structure'; then align the relation with contrastive supervision. [benchmark_id=analogy_composition_046]
167,analogy_composition,Complete the analogy: 'trajectory is to local structure as projection is to global structure'; then cluster the relation under fixed token budget. [benchmark_id=analogy_composition_047]
168,analogy_composition,Complete the analogy: 'projection is to local structure as manifold is to global structure'; then stabilize the relation with contrastive supervision. [benchmark_id=analogy_composition_048]
169,analogy_composition,Complete the analogy: 'basis is to local structure as basis is to global structure'; then project the relation with bounded curvature. [benchmark_id=analogy_composition_049]
170,analogy_composition,Complete the analogy: 'latent map is to local structure as distance matrix is to global structure'; then perturb the relation with bounded curvature. [benchmark_id=analogy_composition_050]
171,analogy_composition,Complete the analogy: 'coordinate frame is to local structure as trajectory is to global structure'; then optimize the relation with contrastive supervision. [benchmark_id=analogy_composition_051]
172,analogy_composition,Complete the analogy: 'tensor is to local structure as vector field is to global structure'; then transform the relation under fixed token budget. [benchmark_id=analogy_composition_052]
173,analogy_composition,Complete the analogy: 'tensor is to local structure as vector field is to global structure'; then optimize the relation while preserving neighborhood topology. [benchmark_id=analogy_composition_053]
174,analogy_composition,Complete the analogy: 'distance matrix is to local structure as coordinate frame is to global structure'; then decompose the relation with bounded curvature. [benchmark_id=analogy_composition_054]
175,analogy_composition,Complete the analogy: 'embedding is to local structure as latent map is to global structure'; then transform the relation under noisy measurements. [benchmark_id=analogy_composition_055]
176,analogy_composition,Complete the analogy: 'distance matrix is to local structure as tensor is to global structure'; then factorize the relation with bounded curvature. [benchmark_id=analogy_composition_056]
177,analogy_composition,Complete the analogy: 'latent map is to local structure as basis is to global structure'; then optimize the relation with bounded curvature. [benchmark_id=analogy_composition_057]
178,analogy_composition,Complete the analogy: 'latent map is to local structure as trajectory is to global structure'; then project the relation with sparse observations. [benchmark_id=analogy_composition_058]
179,analogy_composition,Complete the analogy: 'geodesic is to local structure as embedding is to global structure'; then compare the relation with sparse observations. [benchmark_id=analogy_composition_059]
180,factual_recall,"State concise facts about how a kernel is used in machine learning, then interpolate with a tensor example across two scales. [benchmark_id=factual_recall_000]"
181,factual_recall,"State concise facts about how a projection is used in machine learning, then factorize with a projection example under fixed token budget. [benchmark_id=factual_recall_001]"
182,factual_recall,"State concise facts about how a projection is used in machine learning, then normalize with a basis example under noisy measurements. [benchmark_id=factual_recall_002]"
183,factual_recall,"State concise facts about how a kernel is used in machine learning, then normalize with a kernel example with bounded curvature. [benchmark_id=factual_recall_003]"
184,factual_recall,"State concise facts about how a polytope is used in machine learning, then transform with a projection example with bounded curvature. [benchmark_id=factual_recall_004]"
185,factual_recall,"State concise facts about how a graph is used in machine learning, then decompose with a vector field example with contrastive supervision. [benchmark_id=factual_recall_005]"
186,factual_recall,"State concise facts about how a basis is used in machine learning, then cluster with a kernel example with sparse observations. [benchmark_id=factual_recall_006]"
187,factual_recall,"State concise facts about how a manifold is used in machine learning, then normalize with a projection example under fixed token budget. [benchmark_id=factual_recall_007]"
188,factual_recall,"State concise facts about how a operator is used in machine learning, then optimize with a basis example while preserving neighborhood topology. [benchmark_id=factual_recall_008]"
