id,domain,prompt
32,algebraic_geometry,"Compute an explicit mapping from a coordinate frame to a operator, then factorize basis vectors and discuss rank behavior across two scales. [benchmark_id=algebraic_geometry_002]"
33,algebraic_geometry,"Compute an explicit mapping from a latent map to a embedding, then compare basis vectors and discuss rank behavior across two scales. [benchmark_id=algebraic_geometry_003]"
34,algebraic_geometry,"Compute an explicit mapping from a operator to a projection, then align basis vectors and discuss rank behavior under rotational invariance. [benchmark_id=algebraic_geometry_004]"
35,algebraic_geometry,"Compute an explicit mapping from a distance matrix to a kernel, then perturb basis vectors and discuss rank behavior while preserving neighborhood topology. [benchmark_id=algebraic_geometry_005]"
36,algebraic_geometry,"Compute an explicit mapping from a trajectory to a vector field, then optimize basis vectors and discuss rank behavior while preserving neighborhood topology. [benchmark_id=algebraic_geometry_006]"
37,algebraic_geometry,"Compute an explicit mapping from a kernel to a vector field, then perturb basis vectors and discuss rank behavior across two scales. [benchmark_id=algebraic_geometry_007]"
38,algebraic_geometry,"Compute an explicit mapping from a embedding to a latent map, then align basis vectors and discuss rank behavior while preserving neighborhood topology. [benchmark_id=algebraic_geometry_008]"
39,algebraic_geometry,"Compute an explicit mapping from a operator to a operator, then stabilize basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_009]"
40,algebraic_geometry,"Compute an explicit mapping from a coordinate frame to a tensor, then perturb basis vectors and discuss rank behavior across two scales. [benchmark_id=algebraic_geometry_010]"
41,algebraic_geometry,"Compute an explicit mapping from a vector field to a operator, then decompose basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_011]"
42,algebraic_geometry,"Compute an explicit mapping from a tensor to a coordinate frame, then transform basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_012]"
43,algebraic_geometry,"Compute an explicit mapping from a polytope to a coordinate frame, then perturb basis vectors and discuss rank behavior under noisy measurements. [benchmark_id=algebraic_geometry_013]"
44,algebraic_geometry,"Compute an explicit mapping from a latent map to a kernel, then optimize basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_014]"
45,algebraic_geometry,"Compute an explicit mapping from a kernel to a tensor, then transform basis vectors and discuss rank behavior under fixed token budget. [benchmark_id=algebraic_geometry_015]"
46,algebraic_geometry,"Compute an explicit mapping from a polytope to a coordinate frame, then interpolate basis vectors and discuss rank behavior under rotational invariance. [benchmark_id=algebraic_geometry_016]"
47,algebraic_geometry,"Compute an explicit mapping from a operator to a projection, then project basis vectors and discuss rank behavior while preserving neighborhood topology. [benchmark_id=algebraic_geometry_017]"
48,algebraic_geometry,"Compute an explicit mapping from a coordinate frame to a coordinate frame, then transform basis vectors and discuss rank behavior with sparse observations. [benchmark_id=algebraic_geometry_018]"
49,algebraic_geometry,"Compute an explicit mapping from a vector field to a coordinate frame, then perturb basis vectors and discuss rank behavior under rotational invariance. [benchmark_id=algebraic_geometry_019]"
50,algebraic_geometry,"Compute an explicit mapping from a polytope to a kernel, then decompose basis vectors and discuss rank behavior under fixed token budget. [benchmark_id=algebraic_geometry_020]"
51,algebraic_geometry,"Compute an explicit mapping from a polytope to a embedding, then normalize basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_021]"
52,algebraic_geometry,"Compute an explicit mapping from a manifold to a tensor, then decompose basis vectors and discuss rank behavior under rotational invariance. [benchmark_id=algebraic_geometry_022]"
53,algebraic_geometry,"Compute an explicit mapping from a polytope to a tensor, then interpolate basis vectors and discuss rank behavior under noisy measurements. [benchmark_id=algebraic_geometry_023]"
54,algebraic_geometry,"Compute an explicit mapping from a distance matrix to a distance matrix, then interpolate basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_024]"
55,algebraic_geometry,"Compute an explicit mapping from a coordinate frame to a manifold, then perturb basis vectors and discuss rank behavior with contrastive supervision. [benchmark_id=algebraic_geometry_025]"
56,algebraic_geometry,"Compute an explicit mapping from a embedding to a graph, then compare basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_026]"
57,algebraic_geometry,"Compute an explicit mapping from a coordinate frame to a manifold, then align basis vectors and discuss rank behavior across two scales. [benchmark_id=algebraic_geometry_027]"
58,algebraic_geometry,"Compute an explicit mapping from a latent map to a coordinate frame, then compare basis vectors and discuss rank behavior while preserving neighborhood topology. [benchmark_id=algebraic_geometry_028]"
59,algebraic_geometry,"Compute an explicit mapping from a trajectory to a operator, then cluster basis vectors and discuss rank behavior with bounded curvature. [benchmark_id=algebraic_geometry_029]"
60,analogy_composition,Complete the analogy: 'graph is to local structure as coordinate frame is to global structure'; then compare the relation under fixed token budget. [benchmark_id=analogy_composition_000]
61,analogy_composition,Complete the analogy: 'distance matrix is to local structure as trajectory is to global structure'; then compare the relation under rotational invariance. [benchmark_id=analogy_composition_001]
62,analogy_composition,Complete the analogy: 'vector field is to local structure as embedding is to global structure'; then optimize the relation under fixed token budget. [benchmark_id=analogy_composition_002]
63,analogy_composition,Complete the analogy: 'coordinate frame is to local structure as vector field is to global structure'; then optimize the relation across two scales. [benchmark_id=analogy_composition_003]
64,analogy_composition,Complete the analogy: 'kernel is to local structure as polytope is to global structure'; then transform the relation with bounded curvature. [benchmark_id=analogy_composition_004]
65,analogy_composition,Complete the analogy: 'geodesic is to local structure as projection is to global structure'; then interpolate the relation under rotational invariance. [benchmark_id=analogy_composition_005]
66,analogy_composition,Complete the analogy: 'polytope is to local structure as kernel is to global structure'; then factorize the relation with contrastive supervision. [benchmark_id=analogy_composition_006]
67,analogy_composition,Complete the analogy: 'embedding is to local structure as operator is to global structure'; then interpolate the relation under rotational invariance. [benchmark_id=analogy_composition_007]
68,analogy_composition,Complete the analogy: 'manifold is to local structure as distance matrix is to global structure'; then stabilize the relation under rotational invariance. [benchmark_id=analogy_composition_008]
69,analogy_composition,Complete the analogy: 'kernel is to local structure as basis is to global structure'; then interpolate the relation with bounded curvature. [benchmark_id=analogy_composition_009]
70,analogy_composition,Complete the analogy: 'latent map is to local structure as distance matrix is to global structure'; then transform the relation with bounded curvature. [benchmark_id=analogy_composition_010]
71,analogy_composition,Complete the analogy: 'projection is to local structure as graph is to global structure'; then normalize the relation with bounded curvature. [benchmark_id=analogy_composition_011]
72,analogy_composition,Complete the analogy: 'trajectory is to local structure as graph is to global structure'; then compare the relation across two scales. [benchmark_id=analogy_composition_012]
73,analogy_composition,Complete the analogy: 'polytope is to local structure as trajectory is to global structure'; then optimize the relation with bounded curvature. [benchmark_id=analogy_composition_013]
74,analogy_composition,Complete the analogy: 'polytope is to local structure as latent map is to global structure'; then stabilize the relation across two scales. [benchmark_id=analogy_composition_014]
75,analogy_composition,Complete the analogy: 'projection is to local structure as kernel is to global structure'; then normalize the relation with bounded curvature. [benchmark_id=analogy_composition_015]
76,analogy_composition,Complete the analogy: 'coordinate frame is to local structure as geodesic is to global structure'; then stabilize the relation under noisy measurements. [benchmark_id=analogy_composition_016]
77,analogy_composition,Complete the analogy: 'vector field is to local structure as geodesic is to global structure'; then decompose the relation with contrastive supervision. [benchmark_id=analogy_composition_017]
78,analogy_composition,Complete the analogy: 'tensor is to local structure as kernel is to global structure'; then normalize the relation under fixed token budget. [benchmark_id=analogy_composition_018]
79,analogy_composition,Complete the analogy: 'distance matrix is to local structure as kernel is to global structure'; then compare the relation under rotational invariance. [benchmark_id=analogy_composition_019]
80,analogy_composition,Complete the analogy: 'latent map is to local structure as tensor is to global structure'; then factorize the relation with contrastive supervision. [benchmark_id=analogy_composition_020]
81,analogy_composition,Complete the analogy: 'distance matrix is to local structure as latent map is to global structure'; then stabilize the relation across two scales. [benchmark_id=analogy_composition_021]
82,analogy_composition,Complete the analogy: 'manifold is to local structure as embedding is to global structure'; then normalize the relation with sparse observations. [benchmark_id=analogy_composition_022]
83,analogy_composition,Complete the analogy: 'distance matrix is to local structure as manifold is to global structure'; then perturb the relation with contrastive supervision. [benchmark_id=analogy_composition_023]
84,analogy_composition,Complete the analogy: 'vector field is to local structure as embedding is to global structure'; then optimize the relation with contrastive supervision. [benchmark_id=analogy_composition_024]
85,analogy_composition,Complete the analogy: 'trajectory is to local structure as kernel is to global structure'; then decompose the relation under noisy measurements. [benchmark_id=analogy_composition_025]
86,analogy_composition,Complete the analogy: 'polytope is to local structure as tensor is to global structure'; then factorize the relation with bounded curvature. [benchmark_id=analogy_composition_026]
87,analogy_composition,Complete the analogy: 'geodesic is to local structure as vector field is to global structure'; then perturb the relation while preserving neighborhood topology. [benchmark_id=analogy_composition_027]
88,analogy_composition,Complete the analogy: 'embedding is to local structure as vector field is to global structure'; then optimize the relation under rotational invariance. [benchmark_id=analogy_composition_028]
89,analogy_composition,Complete the analogy: 'operator is to local structure as distance matrix is to global structure'; then compare the relation while preserving neighborhood topology. [benchmark_id=analogy_composition_029]
90,factual_recall,"State concise facts about how a embedding is used in machine learning, then cluster with a graph example under rotational invariance. [benchmark_id=factual_recall_000]"
91,factual_recall,"State concise facts about how a coordinate frame is used in machine learning, then project with a projection example under rotational invariance. [benchmark_id=factual_recall_001]"
92,factual_recall,"State concise facts about how a coordinate frame is used in machine learning, then align with a embedding example with contrastive supervision. [benchmark_id=factual_recall_002]"
93,factual_recall,"State concise facts about how a vector field is used in machine learning, then factorize with a manifold example under fixed token budget. [benchmark_id=factual_recall_003]"
94,factual_recall,"State concise facts about how a manifold is used in machine learning, then interpolate with a projection example with sparse observations. [benchmark_id=factual_recall_004]"
95,factual_recall,"State concise facts about how a distance matrix is used in machine learning, then project with a kernel example while preserving neighborhood topology. [benchmark_id=factual_recall_005]"
96,factual_recall,"State concise facts about how a vector field is used in machine learning, then normalize with a geodesic example with bounded curvature. [benchmark_id=factual_recall_006]"
97,factual_recall,"State concise facts about how a manifold is used in machine learning, then cluster with a polytope example while preserving neighborhood topology. [benchmark_id=factual_recall_007]"
98,factual_recall,"State concise facts about how a embedding is used in machine learning, then factorize with a distance matrix example under noisy measurements. [benchmark_id=factual_recall_008]"
99,factual_recall,"State concise facts about how a tensor is used in machine learning, then optimize with a tensor example with sparse observations. [benchmark_id=factual_recall_009]"
100,factual_recall,"State concise facts about how a distance matrix is used in machine learning, then cluster with a manifold example under fixed token budget. [benchmark_id=factual_recall_010]"
101,factual_recall,"State concise facts about how a polytope is used in machine learning, then cluster with a operator example under noisy measurements. [benchmark_id=factual_recall_011]"
102,factual_recall,"State concise facts about how a manifold is used in machine learning, then factorize with a operator example with sparse observations. [benchmark_id=factual_recall_012]"
103,factual_recall,"State concise facts about how a kernel is used in machine learning, then cluster with a distance matrix example across two scales. [benchmark_id=factual_recall_013]"
104,factual_recall,"State concise facts about how a latent map is used in machine learning, then cluster with a embedding example with contrastive supervision. [benchmark_id=factual_recall_014]"
105,factual_recall,"State concise facts about how a manifold is used in machine learning, then compare with a projection example with contrastive supervision. [benchmark_id=factual_recall_015]"
106,factual_recall,"State concise facts about how a tensor is used in machine learning, then transform with a basis example with contrastive supervision. [benchmark_id=factual_recall_016]"
107,factual_recall,"State concise facts about how a projection is used in machine learning, then cluster with a geodesic example under noisy measurements. [benchmark_id=factual_recall_017]"
108,factual_recall,"State concise facts about how a embedding is used in machine learning, then decompose with a tensor example across two scales. [benchmark_id=factual_recall_018]"
109,factual_recall,"State concise facts about how a projection is used in machine learning, then project with a embedding example with bounded curvature. [benchmark_id=factual_recall_019]"
110,factual_recall,"State concise facts about how a operator is used in machine learning, then compare with a embedding example under fixed token budget. [benchmark_id=factual_recall_020]"
111,factual_recall,"State concise facts about how a kernel is used in machine learning, then project with a basis example across two scales. [benchmark_id=factual_recall_021]"
112,factual_recall,"State concise facts about how a coordinate frame is used in machine learning, then stabilize with a manifold example across two scales. [benchmark_id=factual_recall_022]"
113,factual_recall,"State concise facts about how a embedding is used in machine learning, then align with a vector field example across two scales. [benchmark_id=factual_recall_023]"
114,factual_recall,"State concise facts about how a manifold is used in machine learning, then optimize with a tensor example with bounded curvature. [benchmark_id=factual_recall_024]"
115,factual_recall,"State concise facts about how a coordinate frame is used in machine learning, then interpolate with a tensor example under fixed token budget. [benchmark_id=factual_recall_025]"
116,factual_recall,"State concise facts about how a trajectory is used in machine learning, then interpolate with a polytope example under fixed token budget. [benchmark_id=factual_recall_026]"
117,factual_recall,"State concise facts about how a kernel is used in machine learning, then compare with a geodesic example under fixed token budget. [benchmark_id=factual_recall_027]"
118,factual_recall,"State concise facts about how a graph is used in machine learning, then interpolate with a manifold example under noisy measurements. [benchmark_id=factual_recall_028]"
119,factual_recall,"State concise facts about how a projection is used in machine learning, then project with a graph example with contrastive supervision. [benchmark_id=factual_recall_029]"
120,narrative_structure,"Write a short technical narrative where a researcher must factorize a embedding and a projection under fixed token budget, ending with a tradeoff. [benchmark_id=narrative_structure_000]"
121,narrative_structure,"Write a short technical narrative where a researcher must compare a polytope and a latent map under noisy measurements, ending with a tradeoff. [benchmark_id=narrative_structure_001]"
122,narrative_structure,"Write a short technical narrative where a researcher must factorize a projection and a tensor under fixed token budget, ending with a tradeoff. [benchmark_id=narrative_structure_002]"
123,narrative_structure,"Write a short technical narrative where a researcher must project a operator and a kernel under fixed token budget, ending with a tradeoff. [benchmark_id=narrative_structure_003]"
124,narrative_structure,"Write a short technical narrative where a researcher must factorize a manifold and a operator under rotational invariance, ending with a tradeoff. [benchmark_id=narrative_structure_004]"
125,narrative_structure,"Write a short technical narrative where a researcher must optimize a trajectory and a geodesic while preserving neighborhood topology, ending with a tradeoff. [benchmark_id=narrative_structure_005]"
126,narrative_structure,"Write a short technical narrative where a researcher must decompose a distance matrix and a tensor while preserving neighborhood topology, ending with a tradeoff. [benchmark_id=narrative_structure_006]"
127,narrative_structure,"Write a short technical narrative where a researcher must normalize a kernel and a graph under fixed token budget, ending with a tradeoff. [benchmark_id=narrative_structure_007]"
128,narrative_structure,"Write a short technical narrative where a researcher must normalize a basis and a projection with contrastive supervision, ending with a tradeoff. [benchmark_id=narrative_structure_008]"
129,narrative_structure,"Write a short technical narrative where a researcher must project a graph and a trajectory with bounded curvature, ending with a tradeoff. [benchmark_id=narrative_structure_009]"
130,narrative_structure,"Write a short technical narrative where a researcher must factorize a kernel and a graph with bounded curvature, ending with a tradeoff. [benchmark_id=narrative_structure_010]"
131,narrative_structure,"Write a short technical narrative where a researcher must factorize a operator and a manifold with bounded curvature, ending with a tradeoff. [benchmark_id=narrative_structure_011]"
132,narrative_structure,"Write a short technical narrative where a researcher must transform a latent map and a geodesic while preserving neighborhood topology, ending with a tradeoff. [benchmark_id=narrative_structure_012]"
133,narrative_structure,"Write a short technical narrative where a researcher must cluster a operator and a trajectory under fixed token budget, ending with a tradeoff. [benchmark_id=narrative_structure_013]"
134,narrative_structure,"Write a short technical narrative where a researcher must project a polytope and a polytope with contrastive supervision, ending with a tradeoff. [benchmark_id=narrative_structure_014]"
135,narrative_structure,"Write a short technical narrative where a researcher must interpolate a trajectory and a embedding under fixed token budget, ending with a tradeoff. [benchmark_id=narrative_structure_015]"
136,narrative_structure,"Write a short technical narrative where a researcher must normalize a polytope and a projection under fixed token budget, ending with a tradeoff. [benchmark_id=narrative_structure_016]"
137,narrative_structure,"Write a short technical narrative where a researcher must interpolate a vector field and a trajectory with sparse observations, ending with a tradeoff. [benchmark_id=narrative_structure_017]"
138,narrative_structure,"Write a short technical narrative where a researcher must transform a tensor and a projection with contrastive supervision, ending with a tradeoff. [benchmark_id=narrative_structure_018]"
139,narrative_structure,"Write a short technical narrative where a researcher must stabilize a projection and a latent map across two scales, ending with a tradeoff. [benchmark_id=narrative_structure_019]"
140,narrative_structure,"Write a short technical narrative where a researcher must interpolate a trajectory and a distance matrix with bounded curvature, ending with a tradeoff. [benchmark_id=narrative_structure_020]"
141,narrative_structure,"Write a short technical narrative where a researcher must project a trajectory and a geodesic with bounded curvature, ending with a tradeoff. [benchmark_id=narrative_structure_021]"
142,narrative_structure,"Write a short technical narrative where a researcher must transform a coordinate frame and a latent map under rotational invariance, ending with a tradeoff. [benchmark_id=narrative_structure_022]"
143,narrative_structure,"Write a short technical narrative where a researcher must perturb a vector field and a projection with bounded curvature, ending with a tradeoff. [benchmark_id=narrative_structure_023]"
144,narrative_structure,"Write a short technical narrative where a researcher must perturb a tensor and a projection under fixed token budget, ending with a tradeoff. [benchmark_id=narrative_structure_024]"
145,narrative_structure,"Write a short technical narrative where a researcher must transform a projection and a basis under fixed token budget, ending with a tradeoff. [benchmark_id=narrative_structure_025]"
146,narrative_structure,"Write a short technical narrative where a researcher must stabilize a projection and a coordinate frame while preserving neighborhood topology, ending with a tradeoff. [benchmark_id=narrative_structure_026]"
147,narrative_structure,"Write a short technical narrative where a researcher must perturb a tensor and a tensor with bounded curvature, ending with a tradeoff. [benchmark_id=narrative_structure_027]"
148,narrative_structure,"Write a short technical narrative where a researcher must compare a operator and a embedding with contrastive supervision, ending with a tradeoff. [benchmark_id=narrative_structure_028]"
149,narrative_structure,"Write a short technical narrative where a researcher must interpolate a coordinate frame and a projection under rotational invariance, ending with a tradeoff. [benchmark_id=narrative_structure_029]"
150,symbolic_code,Provide pseudocode to factorize a vector field into a basis under rotational invariance; include complexity analysis and failure modes. [benchmark_id=symbolic_code_000]
151,symbolic_code,Provide pseudocode to interpolate a operator into a graph with sparse observations; include complexity analysis and failure modes. [benchmark_id=symbolic_code_001]
152,symbolic_code,Provide pseudocode to factorize a kernel into a polytope under rotational invariance; include complexity analysis and failure modes. [benchmark_id=symbolic_code_002]
153,symbolic_code,Provide pseudocode to stabilize a latent map into a geodesic under noisy measurements; include complexity analysis and failure modes. [benchmark_id=symbolic_code_003]
154,symbolic_code,Provide pseudocode to compare a manifold into a geodesic with sparse observations; include complexity analysis and failure modes. [benchmark_id=symbolic_code_004]
155,symbolic_code,Provide pseudocode to factorize a embedding into a coordinate frame under noisy measurements; include complexity analysis and failure modes. [benchmark_id=symbolic_code_005]
156,symbolic_code,Provide pseudocode to factorize a projection into a tensor under noisy measurements; include complexity analysis and failure modes. [benchmark_id=symbolic_code_006]
157,symbolic_code,Provide pseudocode to normalize a basis into a polytope under fixed token budget; include complexity analysis and failure modes. [benchmark_id=symbolic_code_007]
158,symbolic_code,Provide pseudocode to factorize a distance matrix into a embedding with contrastive supervision; include complexity analysis and failure modes. [benchmark_id=symbolic_code_008]
159,symbolic_code,Provide pseudocode to decompose a tensor into a latent map while preserving neighborhood topology; include complexity analysis and failure modes. [benchmark_id=symbolic_code_009]
160,symbolic_code,Provide pseudocode to normalize a kernel into a vector field across two scales; include complexity analysis and failure modes. [benchmark_id=symbolic_code_010]
161,symbolic_code,Provide pseudocode to perturb a vector field into a distance matrix under fixed token budget; include complexity analysis and failure modes. [benchmark_id=symbolic_code_011]
162,symbolic_code,Provide pseudocode to align a embedding into a geodesic while preserving neighborhood topology; include complexity analysis and failure modes. [benchmark_id=symbolic_code_012]
163,symbolic_code,Provide pseudocode to decompose a geodesic into a kernel with contrastive supervision; include complexity analysis and failure modes. [benchmark_id=symbolic_code_013]
164,symbolic_code,Provide pseudocode to compare a kernel into a trajectory under fixed token budget; include complexity analysis and failure modes. [benchmark_id=symbolic_code_014]
165,symbolic_code,Provide pseudocode to factorize a operator into a vector field with contrastive supervision; include complexity analysis and failure modes. [benchmark_id=symbolic_code_015]
166,symbolic_code,Provide pseudocode to align a trajectory into a graph with contrastive supervision; include complexity analysis and failure modes. [benchmark_id=symbolic_code_016]
167,symbolic_code,Provide pseudocode to cluster a trajectory into a projection under fixed token budget; include complexity analysis and failure modes. [benchmark_id=symbolic_code_017]
168,symbolic_code,Provide pseudocode to stabilize a projection into a manifold with contrastive supervision; include complexity analysis and failure modes. [benchmark_id=symbolic_code_018]
169,symbolic_code,Provide pseudocode to project a basis into a basis with bounded curvature; include complexity analysis and failure modes. [benchmark_id=symbolic_code_019]
170,symbolic_code,Provide pseudocode to perturb a latent map into a distance matrix with bounded curvature; include complexity analysis and failure modes. [benchmark_id=symbolic_code_020]
171,symbolic_code,Provide pseudocode to optimize a coordinate frame into a trajectory with contrastive supervision; include complexity analysis and failure modes. [benchmark_id=symbolic_code_021]
172,symbolic_code,Provide pseudocode to transform a tensor into a vector field under fixed token budget; include complexity analysis and failure modes. [benchmark_id=symbolic_code_022]
173,symbolic_code,Provide pseudocode to optimize a tensor into a vector field while preserving neighborhood topology; include complexity analysis and failure modes. [benchmark_id=symbolic_code_023]
174,symbolic_code,Provide pseudocode to decompose a distance matrix into a coordinate frame with bounded curvature; include complexity analysis and failure modes. [benchmark_id=symbolic_code_024]
175,symbolic_code,Provide pseudocode to transform a embedding into a latent map under noisy measurements; include complexity analysis and failure modes. [benchmark_id=symbolic_code_025]
176,symbolic_code,Provide pseudocode to factorize a distance matrix into a tensor with bounded curvature; include complexity analysis and failure modes. [benchmark_id=symbolic_code_026]
177,symbolic_code,Provide pseudocode to optimize a latent map into a basis with bounded curvature; include complexity analysis and failure modes. [benchmark_id=symbolic_code_027]
178,symbolic_code,Provide pseudocode to project a latent map into a trajectory with sparse observations; include complexity analysis and failure modes. [benchmark_id=symbolic_code_028]
179,symbolic_code,Provide pseudocode to compare a geodesic into a embedding with sparse observations; include complexity analysis and failure modes. [benchmark_id=symbolic_code_029]
